t lambda v x y z
15.655000 0.826061 999.419529 90.000000 182.606062 100.000000
15.660000 0.826893 999.419529 90.000000 182.689347 100.000000
15.665000 0.827726 999.419529 90.000000 182.772632 100.000000
15.670000 0.828559 999.419529 90.000000 182.855917 100.000000
15.675000 0.829392 999.419529 90.000000 182.939202 100.000000
15.680000 0.830225 999.419529 90.000000 183.022487 100.000000
15.685000 0.831058 999.419529 90.000000 183.105772 100.000000
15.690000 0.831891 999.419529 90.000000 183.189057 100.000000
15.695000 0.832723 999.419529 90.000000 183.272342 100.000000
15.700000 0.833556 999.419529 90.000000 183.355627 100.000000
15.705000 0.834389 999.419529 90.000000 183.438912 100.000000
15.710000 0.835222 999.419529 90.000000 183.522197 100.000000
15.715000 0.836055 999.419529 90.000000 183.605482 100.000000
15.720000 0.836888 999.419529 90.000000 183.688767 100.000000
15.725000 0.837721 999.419529 90.000000 183.772052 100.000000
15.730000 0.838553 999.419529 90.000000 183.855337 100.000000
15.735000 0.839386 999.419529 90.000000 183.938622 100.000000
15.740000 0.840219 999.419529 90.000000 184.021906 100.000000
15.745000 0.841052 999.419529 90.000000 184.105191 100.000000
15.750000 0.841885 999.419529 90.000000 184.188476 100.000000
15.755000 0.842718 999.419529 90.000000 184.271761 100.000000
15.760000 0.843550 999.419529 90.000000 184.355046 100.000000
15.765000 0.844383 999.419529 90.000000 184.438331 100.000000
15.770000 0.845216 999.419529 90.000000 184.521616 100.000000
15.775000 0.846049 999.419529 90.000000 184.604901 100.000000
15.780000 0.846882 999.419529 90.000000 184.688186 100.000000
15.785000 0.847715 999.419529 90.000000 184.771471 100.000000
15.790000 0.848548 999.419529 90.000000 184.854756 100.000000
15.795000 0.849380 999.419529 90.000000 184.938041 100.000000
15.800000 0.850213 999.419529 90.000000 185.021326 100.000000
15.805000 0.851046 999.419529 90.000000 185.104611 100.000000
15.810000 0.851879 999.419529 90.000000 185.187896 100.000000
15.815000 0.852712 999.419529 90.000000 185.271181 100.000000
15.820000 0.853545 999.419529 90.000000 185.354466 100.000000
15.825000 0.854378 999.419529 90.000000 185.437751 100.000000
15.830000 0.855210 999.419529 90.000000 185.521036 100.000000
15.835000 0.856043 999.419529 90.000000 185.604321 100.000000
15.840000 0.856876 999.419529 90.000000 185.687606 100.000000
15.845000 0.857709 999.419529 90.000000 185.770891 100.000000
15.850000 0.858542 999.419529 90.000000 185.854176 100.000000
15.855000 0.859375 999.419529 90.000000 185.937461 100.000000
15.860000 0.860207 999.419529 90.000000 186.020746 100.000000
15.865000 0.861040 999.419529 90.000000 186.104030 100.000000
15.870000 0.861873 999.419529 90.000000 186.187315 100.000000
15.875000 0.862706 999.419529 90.000000 186.270600 100.000000
15.880000 0.863539 999.419529 90.000000 186.353885 100.000000
15.885000 0.864372 999.419529 90.000000 186.437170 100.000000
15.890000 0.865205 999.419529 90.000000 186.520455 100.000000
15.895000 0.866037 999.419529 90.000000 186.603740 100.000000
15.900000 0.866870 999.419529 90.000000 186.687025 100.000000
15.905000 0.867703 999.419529 90.000000 186.770310 100.000000
15.910000 0.868536 999.419529 90.000000 186.853595 100.000000
15.915000 0.869369 999.419529 90.000000 186.936880 100.000000
15.920000 0.870202 999.419529 90.000000 187.020165 100.000000
15.925000 0.871035 999.419529 90.000000 187.103450 100.000000
15.930000 0.871867 999.419529 90.000000 187.186735 100.000000
15.935000 0.872700 999.419529 90.000000 187.270020 100.000000
15.940000 0.873533 999.419529 90.000000 187.353305 100.000000
15.945000 0.874366 999.419529 90.000000 187.436590 100.000000
15.950000 0.875199 999.419529 90.000000 187.519875 100.000000
15.955000 0.876032 999.419529 90.000000 187.603160 100.000000
15.960000 0.876864 999.419529 90.000000 187.686445 100.000000
15.965000 0.877697 999.419529 90.000000 187.769730 100.000000
15.970000 0.878530 999.419529 90.000000 187.853015 100.000000
15.975000 0.879363 999.419529 90.000000 187.936300 100.000000
15.980000 0.880196 999.419529 90.000000 188.019585 100.000000
15.985000 0.881029 999.419529 90.000000 188.102870 100.000000
15.990000 0.881862 999.419529 90.000000 188.186155 100.000000
15.995000 0.882694 999.419529 90.000000 188.269439 100.000000
16.000000 0.883527 999.419529 90.000000 188.352724 100.000000
16.005000 0.884360 999.419529 90.000000 188.436009 100.000000
16.010000 0.885193 999.419529 90.000000 188.519294 100.000000
16.015000 0.886026 999.419529 90.000000 188.602579 100.000000
16.020000 0.886859 999.419529 90.000000 188.685864 100.000000
16.025000 0.887691 999.419529 90.000000 188.769149 100.000000
16.030000 0.888524 999.419529 90.000000 188.852434 100.000000
16.035000 0.889357 999.419529 90.000000 188.935719 100.000000
16.040000 0.890190 999.419529 90.000000 189.019004 100.000000
16.045000 0.891023 999.419529 90.000000 189.102289 100.000000
16.050000 0.891856 999.419529 90.000000 189.185574 100.000000
16.055000 0.892689 999.419529 90.000000 189.268859 100.000000
16.060000 0.893521 999.419529 90.000000 189.352144 100.000000
16.065000 0.894354 999.419529 90.000000 189.435429 100.000000
16.070000 0.895187 999.419529 90.000000 189.518714 100.000000
16.075000 0.896020 999.419529 90.000000 189.601999 100.000000
16.080000 0.896853 999.419529 90.000000 189.685284 100.000000
16.085000 0.897686 999.419529 90.000000 189.768569 100.000000
16.090000 0.898519 999.419529 90.000000 189.851854 100.000000
16.095000 0.899351 999.419529 90.000000 189.935139 100.000000
16.100000 0.900184 999.419529 90.000000 190.018424 100.000000
16.105000 0.901017 999.419529 90.000000 190.101709 100.000000
16.110000 0.901850 999.419529 90.000000 190.184994 100.000000
16.115000 0.902683 999.419529 90.000000 190.268279 100.000000
16.120000 0.903516 999.419529 90.000000 190.351563 100.000000
16.125000 0.904348 999.419529 90.000000 190.434848 100.000000
16.130000 0.905181 999.419529 90.000000 190.518133 100.000000
16.135000 0.906014 999.419529 90.000000 190.601418 100.000000
16.140000 0.906847 999.419529 90.000000 190.684703 100.000000
16.145000 0.907680 999.419529 90.000000 190.767988 100.000000
16.150000 0.908513 999.419529 90.000000 190.851273 100.000000
16.155000 0.909346 999.419529 90.000000 190.934558 100.000000
16.160000 0.910178 999.419529 90.000000 191.017843 100.000000
16.165000 0.911011 999.419529 90.000000 191.101128 100.000000
16.170000 0.911844 999.419529 90.000000 191.184413 100.000000
16.175000 0.912677 999.419529 90.000000 191.267698 100.000000
16.180000 0.913510 999.419529 90.000000 191.350983 100.000000
16.185000 0.914343 999.419529 90.000000 191.434268 100.000000
16.190000 0.915176 999.419529 90.000000 191.517553 100.000000
16.195000 0.916008 999.419529 90.000000 191.600838 100.000000
16.200000 0.916841 999.419529 90.000000 191.684123 100.000000
16.205000 0.917674 999.419529 90.000000 191.767408 100.000000
16.210000 0.918507 999.419529 90.000000 191.850693 100.000000
16.215000 0.919340 999.419529 90.000000 191.933978 100.000000
16.220000 0.920173 999.419529 90.000000 192.017263 100.000000
16.225000 0.921005 999.419529 90.000000 192.100548 100.000000
16.230000 0.921838 999.419529 90.000000 192.183833 100.000000
16.235000 0.922671 999.419529 90.000000 192.267118 100.000000
16.240000 0.923504 999.419529 90.000000 192.350403 100.000000
16.245000 0.924337 999.419529 90.000000 192.433688 100.000000
16.250000 0.925170 999.419529 90.000000 192.516972 100.000000
16.255000 0.926003 999.419529 90.000000 192.600257 100.000000
16.260000 0.926835 999.419529 90.000000 192.683542 100.000000
16.265000 0.927668 999.419529 90.000000 192.766827 100.000000
16.270000 0.928501 999.419529 90.000000 192.850112 100.000000
16.275000 0.929334 999.419529 90.000000 192.933397 100.000000
16.280000 0.930167 999.419529 90.000000 193.016682 100.000000
16.285000 0.931000 999.419529 90.000000 193.099967 100.000000
16.290000 0.931833 999.419529 90.000000 193.183252 100.000000
16.295000 0.932665 999.419529 90.000000 193.266537 100.000000
16.300000 0.933498 999.419529 90.000000 193.349822 100.000000
16.305000 0.934331 999.419529 90.000000 193.433107 100.000000
16.310000 0.935164 999.419529 90.000000 193.516392 100.000000
16.315000 0.935997 999.419529 90.000000 193.599677 100.000000
16.320000 0.936830 999.419529 90.000000 193.682962 100.000000
16.325000 0.937662 999.419529 90.000000 193.766247 100.000000
16.330000 0.938495 999.419529 90.000000 193.849532 100.000000
16.335000 0.939328 999.419529 90.000000 193.932817 100.000000
16.340000 0.940161 999.419529 90.000000 194.016102 100.000000
16.345000 0.940994 999.419529 90.000000 194.099387 100.000000
16.350000 0.941827 999.419529 90.000000 194.182672 100.000000
16.355000 0.942660 999.419529 90.000000 194.265957 100.000000
16.360000 0.943492 999.419529 90.000000 194.349242 100.000000
16.365000 0.944325 999.419529 90.000000 194.432527 100.000000
16.370000 0.945158 999.419529 90.000000 194.515812 100.000000
16.375000 0.945991 999.419529 90.000000 194.599096 100.000000
16.380000 0.946824 999.419529 90.000000 194.682381 100.000000
16.385000 0.947657 999.419529 90.000000 194.765666 100.000000
16.390000 0.948490 999.419529 90.000000 194.848951 100.000000
16.395000 0.949322 999.419529 90.000000 194.932236 100.000000
16.400000 0.950155 999.419529 90.000000 195.015521 100.000000
16.405000 0.950988 999.419529 90.000000 195.098806 100.000000
16.410000 0.951821 999.419529 90.000000 195.182091 100.000000
16.415000 0.952654 999.419529 90.000000 195.265376 100.000000
16.420000 0.953487 999.419529 90.000000 195.348661 100.000000
16.425000 0.954319 999.419529 90.000000 195.431946 100.000000
16.430000 0.955152 999.419529 90.000000 195.515231 100.000000
16.435000 0.955985 999.419529 90.000000 195.598516 100.000000
16.440000 0.956818 999.419529 90.000000 195.681801 100.000000
16.445000 0.957651 999.419529 90.000000 195.765086 100.000000
16.450000 0.958484 999.419529 90.000000 195.848371 100.000000
16.455000 0.959317 999.419529 90.000000 195.931656 100.000000
16.460000 0.960149 999.419529 90.000000 196.014941 100.000000
16.465000 0.960982 999.419529 90.000000 196.098226 100.000000
16.470000 0.961815 999.419529 90.000000 196.181511 100.000000
16.475000 0.962648 999.419529 90.000000 196.264796 100.000000
16.480000 0.963481 999.419529 90.000000 196.348081 100.000000
16.485000 0.964314 999.419529 90.000000 196.431366 100.000000
16.490000 0.965147 999.419529 90.000000 196.514651 100.000000
16.495000 0.965979 999.419529 90.000000 196.597936 100.000000
16.500000 0.966812 999.419529 90.000000 196.681221 100.000000
16.505000 0.967645 999.419529 90.000000 196.764505 100.000000
16.510000 0.968478 999.419529 90.000000 196.847790 100.000000
16.515000 0.969311 999.419529 90.000000 196.931075 100.000000
16.520000 0.970144 999.419529 90.000000 197.014360 100.000000
16.525000 0.970976 999.419529 90.000000 197.097645 100.000000
16.530000 0.971809 999.419529 90.000000 197.180930 100.000000
16.535000 0.972642 999.419529 90.000000 197.264215 100.000000
16.540000 0.973475 999.419529 90.000000 197.347500 100.000000
16.545000 0.974308 999.419529 90.000000 197.430785 100.000000
16.550000 0.975141 999.419529 90.000000 197.514070 100.000000
16.555000 0.975974 999.419529 90.000000 197.597355 100.000000
16.560000 0.976806 999.419529 90.000000 197.680640 100.000000
16.565000 0.977639 999.419529 90.000000 197.763925 100.000000
16.570000 0.978472 999.419529 90.000000 197.847210 100.000000
16.575000 0.979305 999.419529 90.000000 197.930495 100.000000
16.580000 0.980138 999.419529 90.000000 198.013780 100.000000
16.585000 0.980971 999.419529 90.000000 198.097065 100.000000
16.590000 0.981803 999.419529 90.000000 198.180350 100.000000
16.595000 0.982636 999.419529 90.000000 198.263635 100.000000
16.600000 0.983469 999.419529 90.000000 198.346920 100.000000
16.605000 0.984302 999.419529 90.000000 198.430205 100.000000
16.610000 0.985135 999.419529 90.000000 198.513490 100.000000
16.615000 0.985968 999.419529 90.000000 198.596775 100.000000
16.620000 0.986801 999.419529 90.000000 198.680060 100.000000
16.625000 0.987632 989.425334 90.000000 198.763218 100.000000
16.630000 0.988443 956.444489 90.000000 198.844296 100.000000
16.635000 0.989226 923.463645 90.000000 198.922626 100.000000
16.640000 0.989982 890.482800 90.000000 198.998207 100.000000
16.645000 0.990710 857.501956 90.000000 199.071040 100.000000
16.650000 0.991411 824.521111 90.000000 199.141124 100.000000
16.655000 0.992085 791.540267 90.000000 199.208460 100.000000
16.660000 0.992730 758.559423 90.000000 199.273047 100.000000
16.665000 0.993349 725.578578 90.000000 199.334886 100.000000
16.670000 0.993940 692.597734 90.000000 199.393977 100.000000
16.675000 0.994503 659.616889 90.000000 199.450319 100.000000
16.680000 0.995039 626.636045 90.000000 199.503913 100.000000
16.685000 0.995548 593.655200 90.000000 199.554759 100.000000
16.690000 0.996029 560.674356 90.000000 199.602856 100.000000
16.695000 0.996482 527.693511 90.000000 199.648204 100.000000
16.700000 0.996908 494.712667 90.000000 199.690805 100.000000
16.705000 0.997307 461.731822 90.000000 199.730656 100.000000
16.710000 0.997678 428.750978 90.000000 199.767760 100.000000
16.715000 0.998021 395.770134 90.000000 199.802115 100.000000
16.720000 0.998337 362.789289 90.000000 199.833722 100.000000
16.725000 0.998626 329.808445 90.000000 199.862580 100.000000
16.730000 0.998887 296.827600 90.000000 199.888690 100.000000
16.735000 0.999121 263.846756 90.000000 199.912051 100.000000
16.740000 0.999327 230.865911 90.000000 199.932664 100.000000
16.745000 0.999505 197.885067 90.000000 199.950529 100.000000
16.750000 0.999656 164.904222 90.000000 199.965645 100.000000
16.755000 0.999780 131.923378 90.000000 199.978013 100.000000
16.760000 0.999876 98.942533 90.000000 199.987632 100.000000
16.765000 0.999945 65.961689 90.000000 199.994503 100.000000
16.770000 0.999986 32.980844 90.000000 199.998626 100.000000
16.775000 1.000000 0.000000 90.000000 200.000000 100.000000
16.780000 0.000006 32.997445 89.999487 199.998859 99.999430
16.785000 0.000023 65.994890 89.997947 199.995437 99.997718
16.790000 0.000051 98.992335 89.995380 199.989733 99.994866
16.795000 0.000091 131.989779 89.991786 199.981747 99.990874
16.800000 0.000143 164.987224 89.987166 199.971480 99.985740
16.805000 0.000205 197.984669 89.981519 199.958931 99.979466
16.810000 0.000279 230.982114 89.974845 199.944101 99.972050
16.815000 0.000365 263.979559 89.967145 199.926989 99.963494
16.820000 0.000462 296.977004 89.958418 199.907595 99.953797
16.825000 0.000570 329.974448 89.948664 199.885920 99.942960
16.830000 0.000690 362.971893 89.937883 199.861963 99.930981
16.835000 0.000821 395.969338 89.926076 199.835724 99.917862
16.840000 0.000964 428.966783 89.913242 199.807204 99.903602
16.845000 0.001118 461.964228 89.899381 199.776402 99.888201
16.850000 0.001283 494.961673 89.884494 199.743319 99.871660
16.855000 0.001460 527.959117 89.868579 199.707954 99.853977
16.860000 0.001648 560.956562 89.851638 199.670308 99.835154
16.865000 0.001848 593.954007 89.833671 199.630380 99.815190
16.870000 0.002059 626.951452 89.814676 199.588170 99.794085
16.875000 0.002282 659.948897 89.794655 199.543678 99.771839
16.880000 0.002515 692.946342 89.773607 199.496905 99.748453
16.885000 0.002761 725.943786 89.751533 199.447851 99.723925
16.890000 0.003017 758.941231 89.728432 199.396515 99.698257
16.895000 0.003286 791.938676 89.704304 199.342897 99.671448
16.900000 0.003565 824.936121 89.679149 199.286998 99.643499
16.905000 0.003856 857.933566 89.652967 199.228817 99.614408
16.910000 0.004158 890.931011 89.625759 199.168354 99.584177
16.915000 0.004472 923.928455 89.597524 199.105610 99.552805
16.920000 0.004797 956.925900 89.568263 199.040584 99.520292
16.925000 0.005134 989.923345 89.537974 198.973276 99.486638
16.930000 0.005479 999.922571 89.506909 198.904242 99.452121
16.935000 0.005824 999.922571 89.475796 198.835102 99.417551
16.940000 0.006170 999.922571 89.444683 198.765962 99.382981
16.945000 0.006516 999.922571 89.413570 198.696823 99.348411
16.950000 0.006862 999.922571 89.382457 198.627683 99.313842
16.955000 0.007207 999.922571 89.351345 198.558543 99.279272
16.960000 0.007553 999.922571 89.320232 198.489404 99.244702
16.965000 0.007899 999.922571 89.289119 198.420264 99.210132
16.970000 0.008244 999.922571 89.258006 198.351125 99.175562
16.975000 0.008590 999.922571 89.226893 198.281985 99.140992
16.980000 0.008936 999.922571 89.195780 198.212845 99.106423
16.985000 0.009281 999.922571 89.164668 198.143706 99.071853
16.990000 0.009627 999.922571 89.133555 198.074566 99.037283
16.995000 0.009973 999.922571 89.102442 198.005426 99.002713
17.000000 0.010319 999.922571 89.071329 197.936287 98.968143
17.005000 0.010664 999.922571 89.040216 197.867147 98.933574
17.010000 0.011010 999.922571 89.009103 197.798008 98.899004
17.015000 0.011356 999.922571 88.977991 197.728868 98.864434
17.020000 0.011701 999.922571 88.946878 197.659728 98.829864
17.025000 0.012047 999.922571 88.915765 197.590589 98.795294
17.030000 0.012393 999.922571 88.884652 197.521449 98.760724
17.035000 0.012738 999.922571 88.853539 197.452309 98.726155
17.040000 0.013084 999.922571 88.822426 197.383170 98.691585
17.045000 0.013430 999.922571 88.791314 197.314030 98.657015
17.050000 0.013776 999.922571 88.760201 197.244890 98.622445
17.055000 0.014121 999.922571 88.729088 197.175751 98.587875
17.060000 0.014467 999.922571 88.697975 197.106611 98.553306
17.065000 0.014813 999.922571 88.666862 197.037472 98.518736
17.070000 0.015158 999.922571 88.635749 196.968332 98.484166
17.075000 0.015504 999.922571 88.604637 196.899192 98.449596
17.080000 0.015850 999.922571 88.573524 196.830053 98.415026
17.085000 0.016195 999.922571 88.542411 196.760913 98.380457
17.090000 0.016541 999.922571 88.511298 196.691773 98.345887
17.095000 0.016887 999.922571 88.480185 196.622634 98.311317
17.100000 0.017233 999.922571 88.449072 196.553494 98.276747
17.105000 0.017578 999.922571 88.417960 196.484355 98.242177
17.110000 0.017924 999.922571 88.386847 196.415215 98.207607
17.115000 0.018270 999.922571 88.355734 196.346075 98.173038
17.120000 0.018615 999.922571 88.324621 196.276936 98.138468
17.125000 0.018961 999.922571 88.293508 196.207796 98.103898
17.130000 0.019307 999.922571 88.262395 196.138656 98.069328
17.135000 0.019652 999.922571 88.231283 196.069517 98.034758
17.140000 0.019998 999.922571 88.200170 196.000377 98.000189
17.145000 0.020344 999.922571 88.169057 195.931237 97.965619
17.150000 0.020690 999.922571 88.137944 195.862098 97.931049
17.155000 0.021035 999.922571 88.106831 195.792958 97.896479
17.160000 0.021381 999.922571 88.075718 195.723819 97.861909
17.165000 0.021727 999.922571 88.044606 195.654679 97.827339
17.170000 0.022072 999.922571 88.013493 195.585539 97.792770
17.175000 0.022418 999.922571 87.982380 195.516400 97.758200
17.180000 0.022764 999.922571 87.951267 195.447260 97.723630
17.185000 0.023109 999.922571 87.920154 195.378120 97.689060
17.190000 0.023455 999.922571 87.889041 195.308981 97.654490
17.195000 0.023801 999.922571 87.857929 195.239841 97.619921
17.200000 0.024146 999.922571 87.826816 195.170702 97.585351
17.205000 0.024492 999.922571 87.795703 195.101562 97.550781
17.210000 0.024838 999.922571 87.764590 195.032422 97.516211
17.215000 0.025184 999.922571 87.733477 194.963283 97.481641
17.220000 0.025529 999.922571 87.702364 194.894143 97.447072
17.225000 0.025875 999.922571 87.671252 194.825003 97.412502
17.230000 0.026221 999.922571 87.640139 194.755864 97.377932
17.235000 0.026566 999.922571 87.609026 194.686724 97.343362
17.240000 0.026912 999.922571 87.577913 194.617585 97.308792
17.245000 0.027258 999.922571 87.546800 194.548445 97.274222
17.250000 0.027603 999.922571 87.515687 194.479305 97.239653
17.255000 0.027949 999.922571 87.484575 194.410166 97.205083
17.260000 0.028295 999.922571 87.453462 194.341026 97.170513
17.265000 0.028641 999.922571 87.422349 194.271886 97.135943
17.270000 0.028986 999.922571 87.391236 194.202747 97.101373
17.275000 0.029332 999.922571 87.360123 194.133607 97.066804
17.280000 0.029678 999.922571 87.329010 194.064467 97.032234
17.285000 0.030023 999.922571 87.297898 193.995328 96.997664
17.290000 0.030369 999.922571 87.266785 193.926188 96.963094
17.295000 0.030715 999.922571 87.235672 193.857049 96.928524
17.300000 0.031060 999.922571 87.204559 193.787909 96.893954
17.305000 0.031406 999.922571 87.173446 193.718769 96.859385
17.310000 0.031752 999.922571 87.142333 193.649630 96.824815
17.315000 0.032098 999.922571 87.111221 193.580490 96.790245
17.320000 0.032443 999.922571 87.080108 193.511350 96.755675
17.325000 0.032789 999.922571 87.048995 193.442211 96.721105
17.330000 0.033135 999.922571 87.017882 193.373071 96.686536
17.335000 0.033480 999.922571 86.986769 193.303932 96.651966
17.340000 0.033826 999.922571 86.955656 193.234792 96.617396
17.345000 0.034172 999.922571 86.924544 193.165652 96.582826
17.350000 0.034517 999.922571 86.893431 193.096513 96.548256
17.355000 0.034863 999.922571 86.862318 193.027373 96.513687
17.360000 0.035209 999.922571 86.831205 192.958233 96.479117
17.365000 0.035555 999.922571 86.800092 192.889094 96.444547
17.370000 0.035900 999.922571 86.768979 192.819954 96.409977
17.375000 0.036246 999.922571 86.737867 192.750814 96.375407
17.380000 0.036592 999.922571 86.706754 192.681675 96.340837
17.385000 0.036937 999.922571 86.675641 192.612535 96.306268
17.390000 0.037283 999.922571 86.644528 192.543396 96.271698
17.395000 0.037629 999.922571 86.613415 192.474256 96.237128
17.400000 0.037974 999.922571 86.582302 192.405116 96.202558
17.405000 0.038320 999.922571 86.551190 192.335977 96.167988
17.410000 0.038666 999.922571 86.520077 192.266837 96.133419
17.415000 0.039012 999.922571 86.488964 192.197697 96.098849
17.420000 0.039357 999.922571 86.457851 192.128558 96.064279
17.425000 0.039703 999.922571 86.426738 192.059418 96.029709
17.430000 0.040049 999.922571 86.395625 191.990279 95.995139
17.435000 0.040394 999.922571 86.364513 191.921139 95.960569
17.440000 0.040740 999.922571 86.333400 191.851999 95.926000
17.445000 0.041086 999.922571 86.302287 191.782860 95.891430
17.450000 0.041431 999.922571 86.271174 191.713720 95.856860
17.455000 0.041777 999.922571 86.240061 191.644580 95.822290
17.460000 0.042123 999.922571 86.208948 191.575441 95.787720
17.465000 0.042468 999.922571 86.177836 191.506301 95.753151
17.470000 0.042814 999.922571 86.146723 191.437162 95.718581
17.475000 0.043160 999.922571 86.115610 191.368022 95.684011
17.480000 0.043506 999.922571 86.084497 191.298882 95.649441
17.485000 0.043851 999.922571 86.053384 191.229743 95.614871
17.490000 0.044197 999.922571 86.022271 191.160603 95.580301
17.495000 0.044543 999.922571 85.991159 191.091463 95.545732
17.500000 0.044888 999.922571 85.960046 191.022324 95.511162
17.505000 0.045234 999.922571 85.928933 190.953184 95.476592
17.510000 0.045580 999.922571 85.897820 190.884044 95.442022
17.515000 0.045925 999.922571 85.866707 190.814905 95.407452
17.520000 0.046271 999.922571 85.835594 190.745765 95.372883
17.525000 0.046617 999.922571 85.804482 190.676626 95.338313
17.530000 0.046963 999.922571 85.773369 190.607486 95.303743
17.535000 0.047308 999.922571 85.742256 190.538346 95.269173
17.540000 0.047654 999.922571 85.711143 190.469207 95.234603
17.545000 0.048000 999.922571 85.680030 190.400067 95.200034
17.550000 0.048345 999.922571 85.648917 190.330927 95.165464
17.555000 0.048691 999.922571 85.617805 190.261788 95.130894
17.560000 0.049037 999.922571 85.586692 190.192648 95.096324
17.565000 0.049382 999.922571 85.555579 190.123509 95.061754
17.570000 0.049728 999.922571 85.524466 190.054369 95.027184
17.575000 0.050074 999.922571 85.493353 189.985229 94.992615
17.580000 0.050420 999.922571 85.462240 189.916090 94.958045
17.585000 0.050765 999.922571 85.431127 189.846950 94.923475
17.590000 0.051111 999.922571 85.400015 189.777810 94.888905
17.595000 0.051457 999.922571 85.368902 189.708671 94.854335
17.600000 0.051802 999.922571 85.337789 189.639531 94.819766
17.605000 0.052148 999.922571 85.306676 189.570391 94.785196
17.610000 0.052494 999.922571 85.275563 189.501252 94.750626
17.615000 0.052839 999.922571 85.244450 189.432112 94.716056
17.620000 0.053185 999.922571 85.213338 189.362973 94.681486
17.625000 0.053531 999.922571 85.182225 189.293833 94.646916
17.630000 0.053877 999.922571 85.151112 189.224693 94.612347
17.635000 0.054222 999.922571 85.119999 189.155554 94.577777
17.640000 0.054568 999.922571 85.088886 189.086414 94.543207
17.645000 0.054914 999.922571 85.057773 189.017274 94.508637
17.650000 0.055259 999.922571 85.026661 188.948135 94.474067
17.655000 0.055605 999.922571 84.995548 188.878995 94.439498
17.660000 0.055951 999.922571 84.964435 188.809856 94.404928
17.665000 0.056296 999.922571 84.933322 188.740716 94.370358
17.670000 0.056642 999.922571 84.902209 188.671576 94.335788
17.675000 0.056988 999.922571 84.871096 188.602437 94.301218
17.680000 0.057334 999.922571 84.839984 188.533297 94.266649
17.685000 0.057679 999.922571 84.808871 188.464157 94.232079
17.690000 0.058025 999.922571 84.777758 188.395018 94.197509
17.695000 0.058371 999.922571 84.746645 188.325878 94.162939
17.700000 0.058716 999.922571 84.715532 188.256738 94.128369
17.705000 0.059062 999.922571 84.684419 188.187599 94.093799
17.710000 0.059408 999.922571 84.653307 188.118459 94.059230
17.715000 0.059753 999.922571 84.622194 188.049320 94.024660
17.720000 0.060099 999.922571 84.591081 187.980180 93.990090
17.725000 0.060445 999.922571 84.559968 187.911040 93.955520
17.730000 0.060790 999.922571 84.528855 187.841901 93.920950
17.735000 0.061136 999.922571 84.497742 187.772761 93.886381
17.740000 0.061482 999.922571 84.466630 187.703621 93.851811
17.745000 0.061828 999.922571 84.435517 187.634482 93.817241
17.750000 0.062173 999.922571 84.404404 187.565342 93.782671
17.755000 0.062519 999.922571 84.373291 187.496203 93.748101
17.760000 0.062865 999.922571 84.342178 187.427063 93.713531
17.765000 0.063210 999.922571 84.311065 187.357923 93.678962
17.770000 0.063556 999.922571 84.279953 187.288784 93.644392
17.775000 0.063902 999.922571 84.248840 187.219644 93.609822
17.780000 0.064247 999.922571 84.217727 187.150504 93.575252
17.785000 0.064593 999.922571 84.186614 187.081365 93.540682
17.790000 0.064939 999.922571 84.155501 187.012225 93.506113
17.795000 0.065285 999.922571 84.124388 186.943086 93.471543
17.800000 0.065630 999.922571 84.093276 186.873946 93.436973
17.805000 0.065976 999.922571 84.062163 186.804806 93.402403
17.810000 0.066322 999.922571 84.031050 186.735667 93.367833
17.815000 0.066667 999.922571 83.999937 186.666527 93.333263
17.820000 0.067013 999.922571 83.968824 186.597387 93.298694
17.825000 0.067359 999.922571 83.937711 186.528248 93.264124
17.830000 0.067704 999.922571 83.906599 186.459108 93.229554
17.835000 0.068050 999.922571 83.875486 186.389968 93.194984
17.840000 0.068396 999.922571 83.844373 186.320829 93.160414
17.845000 0.068742 999.922571 83.813260 186.251689 93.125845
17.850000 0.069087 999.922571 83.782147 186.182550 93.091275
17.855000 0.069433 999.922571 83.751034 186.113410 93.056705
17.860000 0.069779 999.922571 83.719922 186.044270 93.022135
17.865000 0.070124 999.922571 83.688809 185.975131 92.987565
17.870000 0.070470 999.922571 83.657696 185.905991 92.952996
17.875000 0.070816 999.922571 83.626583 185.836851 92.918426
17.880000 0.071161 999.922571 83.595470 185.767712 92.883856
17.885000 0.071507 999.922571 83.564357 185.698572 92.849286
17.890000 0.071853 999.922571 83.533245 185.629433 92.814716
17.895000 0.072199 999.922571 83.502132 185.560293 92.780146
17.900000 0.072544 999.922571 83.471019 185.491153 92.745577
17.905000 0.072890 999.922571 83.439906 185.422014 92.711007
17.910000 0.073236 999.922571 83.408793 185.352874 92.676437
17.915000 0.073581 999.922571 83.377680 185.283734 92.641867
17.920000 0.073927 999.922571 83.346568 185.214595 92.607297
17.925000 0.074273 999.922571 83.315455 185.145455 92.572728
17.930000 0.074618 999.922571 83.284342 185.076315 92.538158
17.935000 0.074964 999.922571 83.253229 185.007176 92.503588
17.940000 0.075310 999.922571 83.222116 184.938036 92.469018
17.945000 0.075656 999.922571 83.191003 184.868897 92.434448
17.950000 0.076001 999.922571 83.159891 184.799757 92.399878
17.955000 0.076347 999.922571 83.128778 184.730617 92.365309
17.960000 0.076693 999.922571 83.097665 184.661478 92.330739
17.965000 0.077038 999.922571 83.066552 184.592338 92.296169
17.970000 0.077384 999.922571 83.035439 184.523198 92.261599
17.975000 0.077730 999.922571 83.004326 184.454059 92.227029
17.980000 0.078075 999.922571 82.973214 184.384919 92.192460
